decile,avg_turnover
Q1,0.06920905757504828
Q2,0.13870987709978203
Q3,0.17604815487634287
Q4,0.20190780374259745
Q5,0.2128066567646686
Q6,0.21105851117932725
Q7,0.1996782229790957
Q8,0.1749600009791405
Q9,0.1313013244652584
Q10,0.07840619826206366
