decile,cagr,ann_vol,sharpe,sortino,max_dd,win_rate
Q1,0.13568287297088588,0.19792892478611002,0.7427574057868446,0.9809806570428364,-0.37302614206264484,0.609375
Q2,0.1500575974836118,0.18164860330745772,0.8604511926853514,1.2504879115612284,-0.2854121188971621,0.6302083333333334
Q3,0.1678956520436199,0.1706041834272806,0.9960061238654682,1.3570586265689564,-0.23862704560768697,0.65625
Q4,0.17429408467700558,0.16320950169239098,1.0664951936666467,1.6758084251258223,-0.20611099001910077,0.640625
Q5,0.15026774758726913,0.190441805555752,0.8309168339384188,1.1760709672094005,-0.32518036349384205,0.6510416666666666
