bucket,skewness,kurtosis,n_months
Q1,-0.4682625423382583,3.348839865564243,192
Q2,-0.22485698276948707,1.692637316983665,192
Q3,-0.4517011108515243,1.1318562859181776,192
Q4,-0.19417673757259296,0.3808098065707215,192
Q5,-0.44220048632341125,0.8311988907574448,192
