decile,cagr,ann_vol,sharpe,sortino,max_dd,win_rate
Q1,0.13317555151379734,0.22654430135014553,0.6690638111149082,0.830710656850565,-0.626978526059642,0.6166666666666667
Q2,0.12400916888339064,0.19575142138891036,0.698586330321411,0.8562561831612119,-0.6202951436503809,0.6133333333333333
Q3,0.11268438978818995,0.1840295329030356,0.6746123218768286,0.8817611481898002,-0.5813341960947505,0.62
Q4,0.10357146838022158,0.19188464999440277,0.6116054727542852,0.8237485827169195,-0.5804630611595631,0.6133333333333333
Q5,0.041699688277502256,0.24524207010166968,0.2903089457337505,0.40360351333375166,-0.789622933983826,0.62
