bucket,skewness,kurtosis,n_months
Q1,-0.5633744959444217,4.96119199768404,300
Q2,-0.8236270843707372,3.7708549797396658,300
Q3,-0.7169329544719965,2.591684269099216,300
Q4,-0.6497022496172449,1.7271701278332245,300
Q5,-0.17793492580448214,2.533254297994859,300
