bucket,skewness,kurtosis,n_months
Q1,0.5600276873413667,11.427893533771199,810
Q2,0.28192251023011977,6.054050994929467,810
Q3,-0.0621901377672742,6.940222776532835,810
Q4,0.03884260549811211,5.789378054215019,810
Q5,0.00903152760164118,6.004501233439189,810
Q6,0.07417123293110355,5.99331442236358,810
Q7,-0.21926165258376581,5.8597106575310764,810
Q8,-0.23048111776939528,6.46693458203897,810
Q9,0.12067463650194975,7.4842401820464115,810
Q10,-0.15916084422244065,7.879171265722462,810
