decile,avg_turnover
Q1,0.08316317237313783
Q2,0.1328627628117241
Q3,0.17981505493048097
Q4,0.21262301737354455
Q5,0.23297807406727408
Q6,0.2394946292490825
Q7,0.23964440572799706
Q8,0.21620045333791013
Q9,0.18435451713169665
Q10,0.11098720639798397
