bucket,skewness,kurtosis,n_months
Q1,0.308448328801783,5.234553177372144,783
Q2,0.27130179917284747,6.256807606502475,783
Q3,0.10433732684172395,5.814489916371283,783
Q4,0.2271993672552963,6.890538784972414,783
Q5,0.07954226118812366,4.635543771165107,783
Q6,-0.0660270529588154,4.213697574168439,783
Q7,-0.1407421101394337,3.2282576343885325,783
Q8,-0.043142455247028214,3.557203219755413,783
Q9,-0.08217628277697052,2.7801944050101723,783
Q10,-0.14960230841280772,2.537675284418263,783
