decile,avg_turnover
Q1,0.044919011082693944
Q2,0.09631713554987213
Q3,0.13664109121909632
Q4,0.1634782608695652
Q5,0.17562659846547315
Q6,0.17199488491048592
Q7,0.1567519181585678
Q8,0.12988064791133844
Q9,0.0955754475703325
Q10,0.05593350383631713
