decile,cagr,ann_vol,sharpe,sortino,max_dd,win_rate
Q1,0.10266715411715621,0.2188819747986153,0.556918266105072,0.7563619987471838,-0.5111745200929285,0.59
Q2,0.09652060006846797,0.19074306136499983,0.5791886446190219,0.788556074311732,-0.5172855010681464,0.6
Q3,0.09052792933102571,0.1799814345281131,0.5715358604475919,0.8352662307354726,-0.47420500724515646,0.58
Q4,0.08778599254442665,0.18495488967600113,0.5474742523827135,0.7944662756231435,-0.45961109932550465,0.6066666666666667
Q5,0.03590564864514323,0.2328139905294844,0.2675743113540896,0.3967613443182541,-0.6913412475806031,0.5866666666666667
