decile,2000-01 to 2006-03,2006-04 to 2012-06,2012-07 to 2018-09,2018-10 to 2024-12
Q1,1.0529433630414704,0.385658329193097,0.87511451311075,0.3495253271778193
Q2,1.0173563928054692,0.32604542501475026,1.1222699950788861,0.395439597600805
Q3,0.8522650717840311,0.3586583506147672,1.1942148527973147,0.3490542125908241
Q4,0.4634104661703254,0.32807867514426003,1.4182707202791818,0.49052680575437735
Q5,-0.04240373424675637,0.1609523666292912,1.1894581864752867,0.35122191117841545
