bucket,skewness,kurtosis,n_months
Q1,-0.02899434748673723,6.293105812244349,300
Q2,-0.220979259828186,3.8224424118386913,300
Q3,-0.10826978065205413,2.7547510090941327,300
Q4,-0.15642387760473148,1.697878701819612,300
Q5,0.03344869165499806,1.7817747993397615,300
